,ObjectId,Country,Technology,Energy_Type,Unit,CTS_Full_Descriptor,F2000,F2003,F2005,F2007,F2009,F2010,F2012,F2014,F2016,F2018,F2020,F2021,F2023
803,804,"Guiana, French",Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",110.28,110.28,112.107,113.285,136.45,137.006,141.555,161.555,191.555,191.669,205.669,205.669,205.669
804,805,"Guiana, French",Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",409.599,343.599,432.599,504.599,356.599,466.599,560.599,504.599,439.905,540.43,437.196,586.117,49763.19554529796
805,806,"Guiana, French",Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",115.7,115.7,115.7,115.7,115.7,115.7,120.18,120.18,120.18,120.18,120.18,120.18,120.18
806,807,"Guiana, French",Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.175,0.175,0.313,0.39,2.582,3.382,52.282,52.282,52.457,51.656,55.506,56.535,49763.19554529796
807,808,"Guiana, French",Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.1,0.1,0.222,0.258,1.232,21.943,35.595,36.204,51.006,51.062,54.945,55.233,55.272
808,809,Guinea,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",402.0,463.0,297.0,251.0,198.735,140.934,237.548,286.646,511.447,702.157,935.065,359.136,49763.19554529796
809,810,Guinea,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",208.0,208.0,208.0,216.0,195.0,124.0,86.6,210.6,226.0,247.0,376.0,428.0,428.0
810,811,Guinea,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",511.0,400.0,459.869,459.869,470.393,481.724,497.734,435.235,1083.836,1190.545,1493.438,2644.514,49763.19554529796
811,812,Guinea,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",128.22,128.22,128.22,128.22,128.22,128.22,130.22,129.22,369.22,369.22,589.22,814.22,814.22
812,813,Guinea,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,0.031,0.171,0.412,20.001,22.668,23.178,49763.19554529796
813,814,Guinea,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,0.02,0.111,0.267,12.98,14.71,15.041,16.139
814,815,Guinea-Bissau,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",25.07,23.556,21.682,28.285,26.244,3.604,17.948,22.158,24.784,24.784,24.784,24.784,49763.19554529796
815,816,Guinea-Bissau,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",21.0,22.0,22.0,23.0,27.2,27.2,27.2,28.0,28.0,28.0,28.0,28.0,28.0
816,817,Guinea-Bissau,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,84261.38771685425,1.134,2.952,2.847,3.316,49763.19554529796
817,818,Guinea-Bissau,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,0.001,0.006,0.017,0.121,0.702,1.828,1.763,2.053,1.805
818,819,Guyana,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",38.441,44.261,40.769,43.678,71.784,93.008,69.197,78.203,82.411,82.077,72.111,72.111,49763.19554529796
819,820,Guyana,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",21.275,21.275,21.275,21.275,51.275,51.275,51.275,51.275,41.765,42.365,42.365,42.365,42.365
820,821,Guyana,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",888.657,812.28,639.868,690.915,821.247,862.032,924.799,957.236,1057.409,1114.838,1110.5,1102.677,49763.19554529796
821,822,Guyana,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",300.88,301.273,236.469,260.929,282.379,288.249,295.879,298.673,260.009,292.249,310.799,357.299,357.299
822,823,Guyana,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",3.185,3.866,1.497,2.041,2.585,2.858,3.402,3.946,4.082,4.087,4.122,4.122,49763.19554529796
823,824,Guyana,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.655,1.121,0.932,1.243,1.553,1.709,2.019,2.33,2.33,2.35,2.37,2.37,2.37
824,825,Guyana,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.017,0.021,0.027,0.039,0.119,0.199,1.442,1.571,2.517,6.997,12.192,12.797,49763.19554529796
825,826,Guyana,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.011,0.017,0.018,0.026,0.089,0.173,0.975,1.061,1.752,5.584,8.208,8.708,14.692
826,827,Guyana,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.028,0.028,0.028,0.028,0.071,0.071,0.11,0.131,0.455,0.455,0.455,0.455,49763.19554529796
827,828,Guyana,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.011,0.011,0.011,0.011,0.027,0.027,0.042,0.05,0.173,0.173,0.173,0.173,0.173
828,829,Haiti,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",264.0,280.0,291.0,314.0,514.0,410.0,879.0,943.0,1013.0,848.318,919.344,919.344,49763.19554529796
829,830,Haiti,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",145.064,201.044,211.044,211.044,336.244,336.244,371.254,398.254,398.624,400.374,400.374,400.374,400.374
830,831,Haiti,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",283.0,255.0,265.0,154.0,207.0,177.0,221.0,90.0,71.0,197.0,200.0,200.257,49763.19554529796
831,832,Haiti,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",56.286,56.286,56.286,56.286,56.286,56.286,56.286,56.286,56.286,77.886,77.886,77.986,77.986
832,833,Haiti,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,0.008,0.461,1.739,2.513,3.405,4.682,4.903,4.838,49763.19554529796
833,834,Haiti,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,0.01,0.558,1.158,1.597,2.235,3.009,2.983,2.983,3.89
834,835,Haiti,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,84261.38771685425,86320.45860797107,0.033,0.065,0.065,49763.19554529796
835,836,Haiti,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,84261.38771685425,86320.45860797107,0.024,0.024,0.024,0.024
836,837,Honduras,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.481,20.3,76.2,154.0,199.9,187.9,380.966,331.095,751.809,723.751,710.955,803.852,49763.19554529796
837,838,Honduras,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",9.7,21.7,59.3,81.8,83.5,87.0,132.95,137.764,213.184,213.184,224.854,224.854,224.854
838,839,Honduras,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1496.667,2424.044,3611.957,3949.557,3595.025,3545.733,4221.941,4588.769,4895.964,3758.103,4451.245,4250.127,49763.19554529796
839,840,Honduras,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",490.685,452.125,928.1,994.0,1005.85,1005.85,1018.75,991.95,990.6,1040.15,1018.9,1018.9,1107.4
840,841,Honduras,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",2275.424,1740.6,1718.0,2214.2,2796.6,3080.353,2783.146,2614.576,2240.842,3239.126,2697.034,3760.175,49763.19554529796
841,842,Honduras,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",433.2,476.48,488.98,519.68,521.88,533.11,544.42,628.62,677.01,706.54,837.53,849.63,909.63
842,843,Honduras,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",2.21,2.835,3.484,4.214,4.656,5.001,6.655,7.122,889.28,998.501,1066.858,1087.597,49763.19554529796
843,844,Honduras,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1.599,2.128,2.668,3.228,3.512,3.728,5.156,5.156,412.13,514.521,525.076,528.712,528.812
844,845,Honduras,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,338.283,398.306,586.298,930.529,710.619,778.078,49763.19554529796
845,846,Honduras,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,102.0,152.0,178.9,228.9,238.9,238.9,238.9
846,847,Hungary,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",65.0,161.0,1658.0,1563.0,2335.0,2297.0,1655.0,2126.0,2071.0,2296.0,2155.0,2231.0,49763.19554529796
847,848,Hungary,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",18.0,56.5,355.0,346.0,509.0,514.0,331.0,549.0,427.0,512.5,509.0,550.5,533.5
848,849,Hungary,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",20713.0,22763.0,19980.0,23254.0,17470.0,18438.0,16078.0,10430.0,12300.0,12207.0,12962.0,12817.3,49763.19554529796
849,850,Hungary,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",6352.0,6319.0,6285.0,6239.0,6139.0,6108.0,6649.0,5602.0,5626.0,5564.0,5586.0,5553.0,5465.0
850,851,Hungary,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",178.0,171.0,202.153,209.993,228.285,188.384,212.939,301.477,259.315,222.0,244.0,212.0,49763.19554529796
851,852,Hungary,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",48.0,54.0,49.0,49.0,53.0,53.0,56.0,57.0,57.0,57.0,58.0,60.0,60.0
852,853,Hungary,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,0.3,0.65,0.85,7.908,67.0,244.0,629.0,2459.0,3796.0,49763.19554529796
853,854,Hungary,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,0.4,1.0,2.0,12.0,89.0,235.0,728.0,2131.0,2968.0,5835.0
854,855,Hungary,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,4.0,10.095,110.0,330.93,533.792,769.992,656.54,683.692,607.0,655.0,664.0,49763.19554529796
855,856,Hungary,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,3.0,17.0,61.0,203.0,293.0,325.0,329.0,329.0,329.0,323.0,324.0,326.0
856,857,Iceland,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,4.0,1.0,78257.91501984854,81273.99619635667,83932.10295350554,84261.38771685425,86320.45860797107,91560.91145717225,92786.70800058803,97445.23709047843,49763.19554529796
857,858,Iceland,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,1.0,1.5,1.5,81273.99619635667,83932.10295350554,84261.38771685425,86320.45860797107,91560.91145717225,92786.70800058803,97445.23709047843,49763.19554529796
858,859,Iceland,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",5.0,6.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,1.875,3.067,2.464,49763.19554529796
859,860,Iceland,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",147.0,150.0,142.0,118.0,119.0,121.0,114.0,114.0,117.0,116.282,116.282,126.282,126.282
860,861,Iceland,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",6356.0,7088.0,7019.286,8393.735,12279.343,12592.081,12336.529,12873.016,13469.596,13813.688,13156.972,13803.999,49763.19554529796
861,862,Iceland,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1064.0,1155.0,1163.0,1758.0,1875.0,1883.0,1877.0,1984.0,1987.0,2098.722,2114.419,2114.484,2114.484
862,863,Iceland,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,0.495,0.882,2.73,4.083,5.419,5.419,49763.19554529796
863,864,Iceland,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,0.64,1.139,3.527,5.275,7.001,7.001,7.037
864,865,Iceland,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,8.386,9.21,4.363,6.66,6.087,49763.19554529796
865,866,Iceland,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,3.0,3.0,2.4,1.8,1.8,1.908
866,867,India,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",2814.441,4132.277,6198.16,9289.149,11282.383,16974.319,23914.818,33236.034,18212.264,18728.639,20662.522,22253.251,49763.19554529796
867,868,India,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",346.9,613.43,960.39,1546.835,2511.384,3144.506,3928.921,5030.08,8895.171,10137.402,10532.757,10591.824,10752.414
868,869,India,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",467943.678,518024.991,561475.023,619882.75,701866.798,755351.918,856777.876,963556.929,1122707.115,1231223.323,1269295.077,1266693.916,49763.19554529796
869,870,India,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",88657.116,96869.911,103386.579,115897.0,132257.25,145700.75,189589.75,231599.79,263891.227,290344.041,304011.663,305617.162,311922.92
870,871,India,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",73485.371,65915.65,87011.697,114798.235,108734.854,107175.999,128144.59,135864.809,125211.298,131693.204,159725.839,156600.549,49763.19554529796
871,872,India,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",23711.001,27178.484,30955.787,33995.84,34775.953,35865.05,38245.022,40620.753,42836.665,45316.629,45977.476,46780.544,47335.995
872,873,India,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1.464,10.645,18.143,39.549,51.079,69.767,979.587,3104.434,10186.409,31106.489,55098.597,66237.631,49763.19554529796
873,874,India,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1.084,7.885,13.439,28.831,43.094,68.832,985.571,3776.015,9982.136,27484.721,39705.454,49949.916,73109.342
874,875,India,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1318.906,2550.562,5561.864,9387.048,14595.036,16104.034,23069.18,27235.366,36273.128,55008.662,63522.265,62272.48,49763.19554529796
875,876,India,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",941.0,2461.0,4433.9,7844.52,10925.0,13184.0,17299.7,22465.3,28700.44,35288.1,38558.6,40067.265,44736.24
876,877,Indonesia,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",4278.35,4801.5,5332.5,5982.75,6114.0,7813.921,8893.836,9199.825,10215.24,12439.04,12362.5,14970.5,49763.19554529796
877,878,Indonesia,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",748.0,753.0,1076.0,1107.06,1790.06,1911.06,1970.06,1728.66,1775.275,1874.975,1892.685,2270.175,3375.175
878,879,Indonesia,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",78435.0,97567.0,110209.8,124098.0,136052.3,142873.5,177825.7,203108.1,217969.6,235365.0,238306.9,252295.0,49763.19554529796
879,880,Indonesia,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",32562.91,21166.54,22980.4,26179.06,27067.21,29056.12,39732.25,46384.57,49401.07,55147.85,62297.05,63005.34,77853.03
880,881,Indonesia,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",10022.74,9110.101,10740.879,11303.931,11405.325,17491.974,12830.192,15200.602,18728.022,21637.0,24325.0,24697.0,49763.19554529796
881,882,Indonesia,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",4202.106,3171.785,3415.99,3700.49,3708.604,3741.605,4156.515,5242.704,5666.297,5772.15,6120.88,6601.75,6569.64
882,883,Indonesia,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.685,2.621,2.786,11.461,27.106,29.446,47.899,72.39,105.076,91.0,171.0,192.62,49763.19554529796
883,884,Indonesia,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.341,1.304,1.386,5.702,13.436,14.581,26.423,41.647,88.484,65.47,163.33,225.04,637.15
884,885,Indonesia,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,0.02,3.7,3.63,4.6,1.177,5.7,7.7,7.7,7.7,49763.19554529796
885,886,Indonesia,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,0.1,1.06,0.34,0.93,1.12,1.46,143.51,154.31,154.31,152.3
886,887,"Iran, Islamic Rep. of",Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,1.698,10.184,22.558,46.636,21.781,24.44,22.342,22.341,49763.19554529796
887,888,"Iran, Islamic Rep. of",Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,1.86,6.66,6.66,10.56,10.56,10.56,10.56,11.42,14.42
888,889,"Iran, Islamic Rep. of",Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",122522.0,142753.0,161917.0,185856.0,213910.0,223260.0,239752.0,255870.0,265775.0,285256.0,302070.0,339077.0,49763.19554529796
889,890,"Iran, Islamic Rep. of",Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",25328.0,30031.0,35091.0,42067.0,48709.0,52871.0,58265.0,61432.0,63878.0,67774.0,71052.0,72351.0,78737.0
890,891,"Iran, Islamic Rep. of",Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",3650.0,11094.0,16085.0,17987.0,7207.0,9523.0,12447.0,13862.0,16419.0,15765.098,22007.0,13683.0,49763.19554529796
891,892,"Iran, Islamic Rep. of",Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1999.0,4420.0,6043.4,7422.0,7714.0,8486.0,9745.0,10785.0,10538.0,11059.0,11152.7,11152.7,11679.0
892,893,"Iran, Islamic Rep. of",Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,0.008,0.008,0.132,0.307,0.673,0.721,0.676,4.981,221.816,583.868,619.635,49763.19554529796
893,894,"Iran, Islamic Rep. of",Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,0.005,0.035,0.108,0.173,0.389,0.448,9.378,43.208,286.378,429.768,455.858,595.028
894,895,"Iran, Islamic Rep. of",Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",36.542,27.621,70.902,140.861,226.176,208.865,204.252,197.72,264.292,585.379,586.835,759.0,49763.19554529796
895,896,"Iran, Islamic Rep. of",Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",11.0,16.0,37.0,63.0,92.0,95.0,106.13,148.78,190.94,282.0,308.08,310.2,364.89
896,897,Iraq,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",31289.0,27907.0,24333.0,27556.0,42837.0,44142.0,41626.0,64837.0,76659.019,80931.012,81541.465,85160.943,49763.19554529796
897,898,Iraq,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",4690.0,4690.0,7225.0,7225.0,11870.5,11657.5,14439.0,23076.0,29664.0,25400.0,27119.0,28304.0,29923.0
898,899,Iraq,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",611.0,433.0,4964.0,4548.0,3229.348,4768.348,4394.498,2933.145,3373.582,1820.05,4163.976,3348.129,49763.19554529796
899,900,Iraq,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",670.0,460.0,1622.0,2033.0,2274.34,2274.34,2274.34,2274.34,2274.34,1557.34,1557.34,1557.34,1557.34
900,901,Iraq,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,57.305,57.305,376.545,376.545,376.545,49763.19554529796
901,902,Iraq,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,36.5,36.5,37.076,37.076,37.076,41.576
902,903,Ireland,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",95.0,86.0,130.262,177.113,260.223,314.416,442.796,540.975,679.216,848.341,923.773,994.948,49763.19554529796
903,904,Ireland,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",15.0,15.0,20.0,28.652,34.972,36.082,56.795,69.684,72.198,103.268,107.281,107.581,107.581
