,ObjectId,Country,Technology,Energy_Type,Unit,CTS_Full_Descriptor,F2000,F2003,F2005,F2007,F2009,F2010,F2012,F2014,F2016,F2018,F2020,F2021,F2023
622,623,Europe,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",35187.517,50655.85,71518.73,89706.885,109786.535,125978.155,149871.196,169252.23,183586.354,193360.403,206537.695,216167.886,49763.19554529796
623,624,Europe,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",9392.959,12619.911,17454.16,19770.248,24393.788,26472.846,31484.709,34656.934,37090.003,41398.091,43224.492,42960.25,44183.389
624,625,Europe,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",2406442.846,2593380.926,2629070.895,2760979.688,2531820.779,2626652.86,2547417.465,2297492.757,2337750.345,2195235.665,1899732.264,1960952.706,49763.19554529796
625,626,Europe,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",598973.368,603557.941,618424.126,638366.429,652462.959,667372.922,675765.464,684710.918,658236.079,654923.577,629856.431,622502.921,622381.466
626,627,Europe,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",737718.965,641209.11,698846.555,697795.37,720586.887,754839.194,728112.042,772789.645,764045.064,770494.079,788893.672,800784.083,49763.19554529796
627,628,Europe,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",212079.867,214252.69,218433.451,221618.203,224471.58,226094.821,230907.607,233742.145,239545.64,242831.547,246106.807,246920.673,247428.435
628,629,Europe,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",130.52,443.053,1494.821,3824.663,14186.96,23374.719,72139.573,99929.371,113773.611,129700.526,168857.444,188276.943,49763.19554529796
629,630,Europe,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",199.1,623.771,2314.507,5049.675,17115.789,30850.846,73614.838,91036.553,106166.897,121988.669,163993.981,192274.641,290208.178
630,631,Europe,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",22266.289,44859.677,71558.225,106158.263,135198.813,151079.077,209077.679,257954.767,307421.982,383645.365,489989.323,472198.667,49763.19554529796
631,632,Europe,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",12756.915,28161.946,40694.065,56350.583,75814.312,84847.794,107055.226,130060.946,155580.36,181681.572,208683.871,223314.992,257975.234
632,633,Falkland Islands (Malvinas),Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",13.6,14.9,14.8,15.1,10.9,11.6,10.9,11.1,12.703,12.29,13.927,14.112,49763.19554529796
633,634,Falkland Islands (Malvinas),Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,13.6,13.6,13.6
634,635,Falkland Islands (Malvinas),Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,84261.38771685425,0.123,0.123,0.123,0.123,49763.19554529796
635,636,Falkland Islands (Malvinas),Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,84261.38771685425,0.07,0.07,0.07,0.07,0.07
636,637,Falkland Islands (Malvinas),Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.911,0.911,0.911,1.211,3.9,4.0,5.4,5.087,6.022,5.318,4.252,4.444,49763.19554529796
637,638,Falkland Islands (Malvinas),Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.26,0.26,0.26,1.25,1.33,2.32,2.32,3.31,3.31,3.31,3.31,3.31,3.31
638,639,Faroe Islands,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,84261.38771685425,86320.45860797107,91560.91145717225,1.431,6.8,49763.19554529796
639,640,Faroe Islands,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,84261.38771685425,86320.45860797107,91560.91145717225,0.32,1.7,1.7
640,641,Faroe Islands,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",137.66,160.29,135.88,149.21,168.1,199.3,181.0,150.2,158.9,180.1,249.4,262.4,49763.19554529796
641,642,Faroe Islands,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",53.8,68.35,68.35,68.35,67.85,67.85,67.85,64.53,69.03,69.03,105.83,114.8,114.8
642,643,Faroe Islands,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",75.0,85.69,99.0,104.45,92.4,67.4,99.8,120.7,106.3,108.1,108.7,100.3,49763.19554529796
643,644,Faroe Islands,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",31.6,31.6,31.6,31.6,31.6,31.6,39.3,39.3,39.3,39.7,39.7,39.7,39.7
644,645,Faroe Islands,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,84261.38771685425,86320.45860797107,91560.91145717225,0.169,0.177,49763.19554529796
645,646,Faroe Islands,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,84261.38771685425,86320.45860797107,91560.91145717225,0.261,0.261,0.261
646,647,Faroe Islands,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.3,2.99,10.0,15.76,15.0,13.6,10.8,34.5,52.1,63.8,47.1,54.1,49763.19554529796
647,648,Faroe Islands,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.15,2.13,4.11,4.11,4.11,4.11,8.61,20.31,20.31,16.35,19.05,22.5,22.5
648,649,"Fiji, Rep. of",Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",93.355,94.076,102.177,84.698,71.398,66.791,61.148,81.373,47.018,84.127,110.73,96.741,49763.19554529796
649,650,"Fiji, Rep. of",Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",23.454,23.494,23.3,32.6,41.6,41.606,41.618,41.624,46.624,58.624,58.624,66.324,66.324
650,651,"Fiji, Rep. of",Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",160.633,335.743,397.154,307.111,361.046,466.252,322.405,505.161,475.629,474.863,459.186,437.026,49763.19554529796
651,652,"Fiji, Rep. of",Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",124.994,98.494,114.394,114.394,114.394,114.394,114.394,120.734,152.734,152.734,171.682,171.682,171.682
652,653,"Fiji, Rep. of",Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",419.143,347.801,342.436,513.87,465.064,417.998,529.158,401.347,495.956,567.242,558.698,548.377,49763.19554529796
653,654,"Fiji, Rep. of",Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",84.965,84.995,91.791,94.591,94.591,94.591,138.621,137.73,137.73,138.43,138.43,138.43,138.43
654,655,"Fiji, Rep. of",Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.098,0.15,0.149,0.186,0.261,0.368,1.217,2.562,7.816,10.955,11.543,11.925,49763.19554529796
655,656,"Fiji, Rep. of",Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.074,0.114,0.113,0.141,0.198,0.279,0.922,1.941,5.921,8.299,8.745,9.034,10.645
656,657,"Fiji, Rep. of",Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.1,0.1,75952.75845279678,3.351,7.211,6.42,6.809,4.269,3.632,2.558,1.136,0.293,49763.19554529796
657,658,"Fiji, Rep. of",Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.06,0.06,75952.75845279678,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175
658,659,Finland,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",8639.0,9379.0,9511.0,9954.0,8732.0,10974.0,11201.0,11759.0,11523.0,12909.0,11570.0,13579.0,49763.19554529796
659,660,Finland,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1540.0,1763.0,1805.0,1850.0,1749.0,1768.0,1868.0,1977.0,2009.0,2230.0,2706.0,2711.0,3059.0
660,661,Finland,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",23855.0,42102.0,23419.0,33080.0,26326.0,33157.0,18309.0,17575.0,14447.0,14528.0,9372.0,9582.0,49763.19554529796
661,662,Finland,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",9198.0,9164.0,8956.0,9058.0,7664.0,7819.0,7819.0,7748.0,6803.0,6792.0,5854.0,5754.0,5091.0
662,663,Finland,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",14660.0,9591.0,13784.0,14177.206,12686.03,12921.994,16859.128,13397.044,15799.127,13301.104,15883.341,15791.129,49763.19554529796
663,664,Finland,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",2882.0,2966.0,3035.0,3102.0,3029.0,3039.0,3080.0,3132.0,3133.0,3152.0,3164.0,3171.0,3177.0
664,665,Finland,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1.576,2.097,2.631,3.811,4.317,4.739,5.749,7.752,22.066,90.225,218.471,297.518,49763.19554529796
665,666,Finland,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",2.0,3.0,4.0,5.0,6.0,7.0,8.0,11.0,39.0,140.0,318.0,425.0,900.0
666,667,Finland,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",78.0,93.0,169.942,188.408,276.624,294.317,494.323,1107.172,3068.041,5838.668,8255.676,8506.734,49763.19554529796
667,668,Finland,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",38.0,52.0,82.0,110.0,147.0,197.0,257.0,627.0,1565.0,2041.0,2586.0,3257.0,6957.0
668,669,France,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",2479.0,3227.0,3391.0,3751.0,4130.0,4441.0,5297.296,5986.905,7522.343,8378.185,8763.751,9574.587,49763.19554529796
669,670,France,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",432.0,551.5,633.0,724.0,817.5,927.5,1281.048,1463.261,1660.673,1924.511,1931.778,2046.356,2187.252
670,671,France,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",49539.0,55730.0,61699.0,56347.0,49234.197,55594.113,54168.929,33419.968,54068.845,46871.921,45784.43,46347.714,49763.19554529796
671,672,France,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",25275.0,26512.0,25450.0,24372.0,25818.0,27017.0,27690.636,23754.302,22552.038,18811.599,17386.104,17254.898,18499.104
672,673,France,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",64779.966,57352.128,50139.149,55989.95,55494.548,61202.19,59830.634,63772.627,60839.21,65111.426,62593.579,59615.944,49763.19554529796
673,674,France,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",23297.0,23429.0,23329.0,23354.0,23400.0,23617.0,23848.263,23798.608,23893.153,23999.234,24226.722,24263.136,24139.006
674,675,France,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",5.223,7.767,10.501,17.572,173.971,620.0,4427.939,6391.62,8659.959,10808.15,13189.172,15356.91,49763.19554529796
675,676,France,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",7.0,9.0,13.0,26.0,277.0,1044.0,4358.754,6034.417,7702.081,9629.127,11925.591,14612.172,20551.293
676,677,France,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",48.16,387.75,962.57,4070.11,7911.57,9944.99,15178.4,17323.777,21380.985,28598.595,40045.404,37119.413,49763.19554529796
677,678,France,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",38.0,218.0,690.0,2223.0,4582.0,5912.0,7607.496,9201.395,11566.562,14900.143,17535.273,18551.121,20810.575
678,679,French Polynesia,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",387.785,492.301,511.568,517.437,553.33,491.0,503.0,473.0,471.0,488.0,464.4,481.9,49763.19554529796
679,680,French Polynesia,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",143.08,177.18,177.18,177.18,177.18,210.38,210.38,210.38,210.38,210.38,210.38,216.38,216.38
680,681,French Polynesia,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",147.583,123.547,147.103,174.28,154.525,211.0,160.0,166.954,184.004,164.943,161.241,144.184,49763.19554529796
681,682,French Polynesia,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.63,48.654,48.654,49.2
682,683,French Polynesia,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.701,1.306,1.957,2.691,3.403,4.4,14.0,27.3,32.9,37.4,41.6,47.4,49763.19554529796
683,684,French Polynesia,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.548,1.022,1.531,2.119,2.762,2.9,14.18,25.5,31.9,38.1,44.614,45.675,52.868
684,685,French Polynesia,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.065,0.065,0.071,0.138,0.285,0.266,0.093,0.077,0.078,0.078,0.078,0.078,49763.19554529796
685,686,French Polynesia,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.12,0.12,0.135,0.158,0.368,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248
686,687,G20,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",129529.999,151222.271,188765.312,220157.59,254440.615,289019.717,334452.63,394989.795,423005.161,461366.847,511811.312,548702.863,49763.19554529796
687,688,G20,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",24565.125,31166.027,38084.628,44316.151,54155.393,58502.351,67918.304,78760.935,92292.582,104037.783,117468.978,123460.214,132979.625
688,689,G20,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",8580716.564,9510771.152,10357744.2,11441548.76,11330514.28,12159126.4,13008947.79,13286074.26,13490503.33,14167084.41,13646749.26,14407547.28,49763.19554529796
689,690,G20,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1919224.394,2125149.273,2296220.634,2522296.979,2689082.335,2799003.935,2992029.165,3178788.527,3312323.65,3468496.139,3548169.194,3593999.169,3692366.916
690,691,G20,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1938630.989,1947949.762,2147483.301,2276311.223,2465276.187,2621396.181,2796072.049,2989820.037,3104872.998,3190085.297,3370909.062,3257715.606,49763.19554529796
691,692,G20,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",528885.827,566916.464,601017.394,642943.789,694210.882,721555.067,766324.558,835900.47,881475.409,913235.99,940333.319,959688.977,978567.482
692,693,G20,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1270.619,2296.02,4273.959,7874.77,20550.324,33043.749,98106.07,183952.461,305134.545,524944.676,758135.369,921350.768,49763.19554529796
693,694,G20,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1179.228,2274.882,4838.843,8777.891,23165.771,40825.974,100325.383,172954.923,285924.412,466518.82,663799.855,797830.813,1318518.423
694,695,G20,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",30344.895,62096.83,100627.175,164829.232,265995.309,335424.506,514786.599,692584.472,923363.613,1216684.063,1526564.624,1767460.49,49763.19554529796
695,696,G20,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",16682.058,38132.735,57435.019,89768.747,147246.035,177804.816,262442.147,341152.381,455321.408,546534.577,709517.255,793140.095,977874.437
696,697,G7,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",86088.001,94647.998,111533.997,123907.997,132985.997,143335.0,162550.295,190413.908,206248.342,213301.159,217024.615,221709.344,49763.19554529796
697,698,G7,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",11731.315,15709.931,17757.89,20557.671,23510.896,25121.498,29373.751,33381.533,36240.795,39978.589,40900.468,40650.374,42549.173
698,699,G7,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",4571505.0,4711836.0,4897748.0,5038431.0,4601393.197,4877121.113,4890126.929,4704185.968,4565810.845,4436519.905,3995097.432,4122027.226,49763.19554529796
699,700,G7,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1042869.0,1154166.45,1187895.94,1204001.7,1230363.595,1245614.985,1251499.236,1237525.502,1197629.542,1195930.147,1162172.778,1160200.281,1146975.093
700,701,G7,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",831558.412,826357.928,822055.882,806077.177,851698.03,834279.954,864039.527,875261.068,863734.966,899360.557,888188.123,846181.513,49763.19554529796
701,702,G7,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",213630.0,223494.0,224559.0,226173.0,228616.0,234031.4,235110.163,236190.808,242082.831,243481.006,243927.038,245310.133,246502.733
702,703,G7,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1150.223,2052.767,3872.501,6794.525,12693.452,22038.136,68654.146,119615.46,178369.693,240944.853,302631.138,345471.868,49763.19554529796
703,704,G7,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1065.713,2017.0,4431.8,7686.8,16910.0,29957.72,73093.474,111621.615,160115.825,199828.78,253491.798,290230.412,382171.298
704,705,G7,Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",16933.16,35176.75,55180.162,94109.469,147934.633,175788.98,258182.527,334605.087,422719.655,529956.644,652837.828,665111.856,49763.19554529796
705,706,G7,Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",9484.0,23045.19,32748.41,49400.1,79186.8,89640.695,123934.795,146449.581,183191.924,216437.223,251380.404,270267.42,303031.635
706,707,Gabon,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,84261.38771685425,1.22,1.22,1.22,1.22,49763.19554529796
707,708,Gabon,Bioenergy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,78257.91501984854,81273.99619635667,83932.10295350554,84261.38771685425,1.2,1.2,1.2,1.2,1.2
708,709,Gabon,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",818.058,871.542,560.665,626.975,708.0,845.0,1057.0,980.0,1158.0,840.0,840.0,840.0,49763.19554529796
709,710,Gabon,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",173.2,176.0,174.0,210.0,203.0,226.0,280.0,268.0,295.7,279.47,279.47,279.47,279.47
710,711,Gabon,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1172.788,1249.517,804.09,899.066,945.111,908.067,909.068,794.935,822.387,982.387,982.387,982.387,49763.19554529796
711,712,Gabon,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",170.58,170.58,170.58,170.58,170.58,170.58,170.58,330.58,330.58,330.58,330.58,330.58,330.58
712,713,Gabon,Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,0.03,0.03,0.03,0.06,0.09,0.12,0.12,0.67,49763.19554529796
713,714,Gabon,Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,0.02,0.02,0.02,0.046,0.066,0.086,0.09,0.49,0.51
714,715,"Gambia, The",Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",90.0,168.0,203.0,229.0,242.0,245.2,236.522,254.189,298.537,388.031,478.252,510.207,49763.19554529796
715,716,"Gambia, The",Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",13.0,25.8,25.8,51.4,51.4,51.4,51.4,64.2,64.2,141.8,141.8,159.8,159.8
716,717,"Gambia, The",Solar energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,0.108,0.114,0.291,0.297,0.613,1.554,2.111,2.9,2.817,49763.19554529796
717,718,"Gambia, The",Solar energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,0.068,0.072,0.183,0.186,0.384,0.975,1.325,1.819,1.806,1.722
718,719,"Gambia, The",Wind energy,Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,0.263,0.263,1.84,2.128,2.128,2.128,2.128,2.128,49763.19554529796
719,720,"Gambia, The",Wind energy,Total Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",69927.5990319277,73316.29718480773,75952.75845279678,79868.88117087664,0.15,0.15,1.05,1.214,1.214,1.214,1.214,1.214,1.214
720,721,Georgia,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1539.3,635.2,1030.6,1514.508,990.678,682.751,2477.112,2035.892,2235.122,2114.9,2820.8,2379.6,49763.19554529796
721,722,Georgia,Fossil fuels,Total Non-Renewable,Megawatt (MW),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",560.0,560.0,560.0,680.0,680.0,730.0,683.0,730.0,925.0,925.0,1189.0,1189.0,1189.0
722,723,Georgia,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",5881.3,6497.2,6030.4,6831.17,7417.005,9374.896,7220.512,8335.337,9329.241,9949.4,8248.2,10182.1,49763.19554529796
